step 0: train loss 10.9899, val loss 10.9894
iter 4480: loss 3.7012, time 156.08ms, mfu 107.69%
iter 4490: loss 3.4092, time 156.87ms, mfu 107.65%
iter 4500: loss 3.9313, time 155.45ms, mfu 107.71%
iter 4510: loss 3.6401, time 155.81ms, mfu 107.74%
iter 4520: loss 3.4776, time 155.85ms, mfu 107.77%
iter 4530: loss 3.6614, time 155.97ms, mfu 107.79%
iter 4540: loss 3.6483, time 155.81ms, mfu 107.81%
iter 4550: loss 3.4478, time 155.72ms, mfu 107.84%
iter 4560: loss 3.6007, time 156.43ms, mfu 107.81%
iter 4570: loss 3.5548, time 156.86ms, mfu 107.76%
iter 4580: loss 3.5871, time 155.88ms, mfu 107.79%
iter 4590: loss 3.6691, time 156.41ms, mfu 107.77%
iter 4600: loss 3.6354, time 156.21ms, mfu 107.77%
iter 4610: loss 3.5134, time 156.43ms, mfu 107.75%
iter 4620: loss 3.5884, time 156.15ms, mfu 107.76%
iter 4630: loss 3.6169, time 157.26ms, mfu 107.68%
iter 4640: loss 3.6707, time 156.55ms, mfu 107.67%
iter 4650: loss 3.6076, time 156.39ms, mfu 107.66%
iter 4660: loss 3.4254, time 156.05ms, mfu 107.68%
iter 4670: loss 3.5036, time 155.97ms, mfu 107.71%
iter 4680: loss 3.6682, time 156.45ms, mfu 107.70%
iter 4690: loss 3.4558, time 156.83ms, mfu 107.66%
iter 4700: loss 3.5562, time 155.49ms, mfu 107.72%
iter 4710: loss 3.7152, time 156.52ms, mfu 107.70%
iter 4720: loss 3.7534, time 156.50ms, mfu 107.69%
iter 4730: loss 3.6392, time 156.54ms, mfu 107.67%
iter 4740: loss 3.6258, time 157.04ms, mfu 107.62%
iter 4750: loss 3.6564, time 156.41ms, mfu 107.62%
iter 4760: loss 3.5478, time 155.99ms, mfu 107.65%
iter 4770: loss 3.4551, time 156.95ms, mfu 107.61%
iter 4780: loss 3.6373, time 156.46ms, mfu 107.61%
iter 4790: loss 3.6077, time 156.27ms, mfu 107.62%
iter 4800: loss 3.5640, time 155.62ms, mfu 107.67%
iter 4810: loss 3.8071, time 155.86ms, mfu 107.70%
iter 4820: loss 3.6808, time 157.24ms, mfu 107.64%
iter 4830: loss 3.6452, time 157.16ms, mfu 107.59%
iter 4840: loss 3.6127, time 156.17ms, mfu 107.60%
iter 4850: loss 3.6825, time 156.66ms, mfu 107.59%
iter 4860: loss 3.4697, time 156.55ms, mfu 107.58%
iter 4870: loss 3.6984, time 156.36ms, mfu 107.59%
iter 4880: loss 3.4733, time 156.10ms, mfu 107.61%
iter 4890: loss 3.6948, time 156.22ms, mfu 107.63%
iter 4900: loss 3.7896, time 155.74ms, mfu 107.67%
iter 4910: loss 3.5968, time 155.78ms, mfu 107.71%
iter 4920: loss 3.4395, time 156.18ms, mfu 107.72%
iter 4930: loss 3.7429, time 157.08ms, mfu 107.66%
iter 4940: loss 3.7229, time 156.64ms, mfu 107.64%
iter 4950: loss 3.8238, time 155.70ms, mfu 107.69%
iter 4960: loss 3.6267, time 156.13ms, mfu 107.70%
iter 4970: loss 3.3585, time 156.76ms, mfu 107.67%
iter 4980: loss 3.6149, time 156.05ms, mfu 107.69%
iter 4990: loss 3.5424, time 156.54ms, mfu 107.67%
step 5000: train loss 3.5871, val loss 3.6838
saving checkpoint to out_openwebtext
iter 5000: loss 3.5994, time 5148.42ms, mfu 97.23%
iter 5010: loss 3.5725, time 155.28ms, mfu 98.35%
iter 5020: loss 3.6164, time 155.90ms, mfu 99.31%
iter 5030: loss 3.5028, time 156.92ms, mfu 100.11%
iter 5040: loss 3.5687, time 155.67ms, mfu 100.91%
iter 5050: loss 3.5035, time 156.86ms, mfu 101.55%
iter 5060: loss 3.6565, time 156.89ms, mfu 102.12%
iter 5070: loss 3.5873, time 157.30ms, mfu 102.61%
iter 5080: loss 3.5554, time 156.25ms, mfu 103.12%
iter 5090: loss 3.7325, time 156.41ms, mfu 103.57%
iter 5100: loss 3.3769, time 156.39ms, mfu 103.98%
iter 5110: loss 3.5745, time 155.99ms, mfu 104.37%
iter 5120: loss 3.4639, time 156.40ms, mfu 104.70%
iter 5130: loss 3.4996, time 155.81ms, mfu 105.03%
iter 5140: loss 3.4426, time 155.78ms, mfu 105.33%
iter 5150: loss 3.3957, time 157.18ms, mfu 105.51%
iter 5160: loss 3.5204, time 155.97ms, mfu 105.75%
iter 5170: loss 3.5049, time 155.91ms, mfu 105.97%
iter 5180: loss 3.6108, time 155.71ms, mfu 106.18%
iter 5190: loss 3.7518, time 156.88ms, mfu 106.29%
iter 5200: loss 3.5441, time 156.17ms, mfu 106.44%
iter 5210: loss 3.5378, time 156.15ms, mfu 106.58%
iter 5220: loss 3.6754, time 156.09ms, mfu 106.70%
iter 5230: loss 3.5374, time 156.32ms, mfu 106.80%
iter 5240: loss 3.5027, time 156.33ms, mfu 106.89%
iter 5250: loss 3.4378, time 156.57ms, mfu 106.95%
iter 5260: loss 3.6906, time 156.08ms, mfu 107.04%
iter 5270: loss 3.6605, time 156.33ms, mfu 107.10%
iter 5280: loss 3.4951, time 156.86ms, mfu 107.12%
iter 5290: loss 3.3401, time 156.77ms, mfu 107.15%
iter 5300: loss 3.3574, time 155.52ms, mfu 107.26%
iter 5310: loss 3.7240, time 156.39ms, mfu 107.29%
iter 5320: loss 3.6314, time 156.66ms, mfu 107.31%
iter 5330: loss 3.5640, time 156.51ms, mfu 107.33%
iter 5340: loss 3.4590, time 156.82ms, mfu 107.33%
iter 5350: loss 3.5339, time 157.06ms, mfu 107.32%
iter 5360: loss 3.6251, time 155.62ms, mfu 107.40%
iter 5370: loss 3.3766, time 156.04ms, mfu 107.45%
iter 5380: loss 3.5753, time 156.37ms, mfu 107.47%
iter 5390: loss 3.5173, time 156.94ms, mfu 107.45%
iter 5400: loss 3.4054, time 155.44ms, mfu 107.53%
iter 5410: loss 3.6935, time 156.63ms, mfu 107.52%
iter 5420: loss 3.5571, time 155.78ms, mfu 107.58%
iter 5430: loss 3.5671, time 156.67ms, mfu 107.56%
iter 5440: loss 3.6754, time 156.07ms, mfu 107.59%
iter 5450: loss 3.6166, time 156.04ms, mfu 107.62%
iter 5460: loss 3.6362, time 156.36ms, mfu 107.62%
iter 5470: loss 3.5671, time 155.89ms, mfu 107.66%
iter 5480: loss 3.4873, time 156.18ms, mfu 107.67%
iter 5490: loss 3.4735, time 156.13ms, mfu 107.68%
iter 5500: loss 3.5119, time 156.31ms, mfu 107.68%
iter 5510: loss 3.3986, time 156.07ms, mfu 107.70%
iter 5520: loss 3.5673, time 156.65ms, mfu 107.68%
iter 5530: loss 3.6040, time 156.88ms, mfu 107.64%
iter 5540: loss 3.7066, time 157.14ms, mfu 107.59%
iter 5550: loss 3.5158, time 155.95ms, mfu 107.62%
iter 5560: loss 3.6470, time 156.60ms, mfu 107.61%
iter 5570: loss 3.4282, time 156.31ms, mfu 107.62%
iter 5580: loss 3.5508, time 156.93ms, mfu 107.58%
iter 5590: loss 3.9229, time 156.11ms, mfu 107.60%
iter 5600: loss 3.5814, time 155.94ms, mfu 107.64%
iter 5610: loss 3.4623, time 155.19ms, mfu 107.72%
iter 5620: loss 3.4484, time 156.23ms, mfu 107.72%
iter 5630: loss 3.5484, time 156.59ms, mfu 107.70%
iter 5640: loss 3.6395, time 157.01ms, mfu 107.65%
iter 5650: loss 3.5700, time 155.98ms, mfu 107.68%
iter 5660: loss 3.5331, time 155.37ms, mfu 107.74%
iter 5670: loss 3.3794, time 155.95ms, mfu 107.76%
iter 5680: loss 3.4995, time 155.04ms, mfu 107.84%
iter 5690: loss 3.5955, time 155.90ms, mfu 107.86%
iter 5700: loss 3.3797, time 156.76ms, mfu 107.81%
iter 5710: loss 3.4480, time 156.74ms, mfu 107.77%
iter 5720: loss 3.4196, time 156.89ms, mfu 107.72%
iter 5730: loss 3.2649, time 156.17ms, mfu 107.72%
iter 5740: loss 3.4535, time 156.07ms, mfu 107.74%
iter 5750: loss 3.6276, time 156.87ms, mfu 107.69%
iter 5760: loss 3.6149, time 155.85ms, mfu 107.72%
iter 5770: loss 3.3883, time 155.97ms, mfu 107.74%
iter 5780: loss 3.5077, time 155.61ms, mfu 107.79%
iter 5790: loss 3.7231, time 156.31ms, mfu 107.78%
iter 5800: loss 3.5763, time 156.34ms, mfu 107.77%
iter 5810: loss 3.5915, time 157.03ms, mfu 107.71%
iter 5820: loss 3.4427, time 156.38ms, mfu 107.70%
iter 5830: loss 3.3682, time 155.92ms, mfu 107.73%
iter 5840: loss 3.4462, time 155.98ms, mfu 107.75%
iter 5850: loss 3.2582, time 156.19ms, mfu 107.75%
iter 5860: loss 3.4756, time 156.62ms, mfu 107.72%
iter 5870: loss 3.4294, time 156.58ms, mfu 107.70%
iter 5880: loss 3.7154, time 155.68ms, mfu 107.74%
iter 5890: loss 3.3012, time 156.74ms, mfu 107.71%
iter 5900: loss 3.4901, time 156.53ms, mfu 107.69%
iter 5910: loss 3.5602, time 156.23ms, mfu 107.69%
iter 5920: loss 3.5691, time 156.88ms, mfu 107.65%
iter 5930: loss 3.5858, time 156.25ms, mfu 107.66%
iter 5940: loss 3.4864, time 156.88ms, mfu 107.62%
iter 5950: loss 3.5501, time 156.36ms, mfu 107.63%
iter 5960: loss 3.4112, time 157.15ms, mfu 107.58%
iter 5970: loss 3.2873, time 156.11ms, mfu 107.60%
iter 5980: loss 3.2893, time 155.20ms, mfu 107.69%
iter 5990: loss 3.4489, time 155.95ms, mfu 107.71%
step 6000: train loss 3.4883, val loss 3.6061
saving checkpoint to out_openwebtext
iter 6000: loss 3.4550, time 5035.23ms, mfu 97.27%
iter 6010: loss 3.2650, time 155.58ms, mfu 98.37%
iter 6020: loss 3.4663, time 156.52ms, mfu 99.28%
iter 6030: loss 3.3012, time 156.34ms, mfu 100.12%
iter 6040: loss 3.4878, time 156.44ms, mfu 100.87%
iter 6050: loss 3.3993, time 156.09ms, mfu 101.57%
iter 6060: loss 3.3002, time 155.88ms, mfu 102.21%
iter 6070: loss 3.5472, time 155.67ms, mfu 102.80%
iter 6080: loss 3.5471, time 155.65ms, mfu 103.33%
iter 6090: loss 3.3549, time 155.76ms, mfu 103.81%
iter 6100: loss 3.6495, time 156.56ms, mfu 104.18%
iter 6110: loss 3.3543, time 156.70ms, mfu 104.50%
iter 6120: loss 3.5551, time 155.68ms, mfu 104.86%
iter 6130: loss 3.4793, time 156.42ms, mfu 105.14%
iter 6140: loss 3.2460, time 156.18ms, mfu 105.40%
iter 6150: loss 3.4571, time 156.43ms, mfu 105.62%
iter 6160: loss 3.7148, time 155.97ms, mfu 105.85%
iter 6170: loss 3.6115, time 156.41ms, mfu 106.03%
iter 6180: loss 3.4818, time 155.86ms, mfu 106.23%
iter 6190: loss 3.2664, time 156.06ms, mfu 106.39%
iter 6200: loss 3.4147, time 155.56ms, mfu 106.57%
iter 6210: loss 3.5070, time 156.98ms, mfu 106.64%
iter 6220: loss 3.4386, time 157.17ms, mfu 106.68%
iter 6230: loss 3.6495, time 157.10ms, mfu 106.73%
iter 6240: loss 3.5812, time 156.99ms, mfu 106.78%
iter 6250: loss 3.3046, time 155.70ms, mfu 106.91%
iter 6260: loss 3.4228, time 156.87ms, mfu 106.95%
iter 6270: loss 3.3628, time 157.14ms, mfu 106.97%
iter 6280: loss 3.8052, time 156.64ms, mfu 107.02%
iter 6290: loss 3.5864, time 156.46ms, mfu 107.07%
iter 6300: loss 3.4676, time 155.50ms, mfu 107.19%
iter 6310: loss 3.9050, time 155.86ms, mfu 107.27%
iter 6320: loss 3.4972, time 157.24ms, mfu 107.25%
iter 6330: loss 3.6187, time 156.66ms, mfu 107.27%
iter 6340: loss 3.3420, time 155.76ms, mfu 107.35%
iter 6350: loss 3.3731, time 156.05ms, mfu 107.40%
iter 6360: loss 3.6267, time 156.90ms, mfu 107.39%
iter 6370: loss 3.5215, time 156.67ms, mfu 107.39%
iter 6380: loss 3.5447, time 157.03ms, mfu 107.37%
iter 6390: loss 3.3738, time 156.22ms, mfu 107.41%
iter 6400: loss 3.2084, time 156.40ms, mfu 107.43%
iter 6410: loss 3.3408, time 156.34ms, mfu 107.46%
iter 6420: loss 3.5331, time 156.24ms, mfu 107.48%
iter 6430: loss 3.2676, time 156.67ms, mfu 107.48%
iter 6440: loss 3.4765, time 156.99ms, mfu 107.45%
iter 6450: loss 3.5115, time 156.03ms, mfu 107.50%
iter 6460: loss 3.5837, time 156.63ms, mfu 107.49%
iter 6470: loss 3.5239, time 157.50ms, mfu 107.43%
iter 6480: loss 3.4729, time 157.10ms, mfu 107.40%
iter 6490: loss 3.3582, time 156.96ms, mfu 107.39%
iter 6500: loss 3.3685, time 156.43ms, mfu 107.41%
iter 6510: loss 3.4538, time 156.98ms, mfu 107.39%
iter 6520: loss 3.5367, time 157.18ms, mfu 107.36%
iter 6530: loss 3.4205, time 155.54ms, mfu 107.45%
iter 6540: loss 3.5187, time 155.81ms, mfu 107.50%
iter 6550: loss 3.4989, time 156.16ms, mfu 107.53%
iter 6560: loss 3.4278, time 155.77ms, mfu 107.59%
iter 6570: loss 3.4127, time 156.74ms, mfu 107.57%
iter 6580: loss 3.4404, time 156.91ms, mfu 107.54%
iter 6590: loss 3.4979, time 156.15ms, mfu 107.56%
iter 6600: loss 3.6233, time 156.24ms, mfu 107.58%
iter 6610: loss 3.4346, time 156.06ms, mfu 107.61%
iter 6620: loss 3.3183, time 155.98ms, mfu 107.64%
iter 6630: loss 3.4918, time 155.67ms, mfu 107.69%
iter 6640: loss 3.4502, time 156.90ms, mfu 107.65%
iter 6650: loss 3.5535, time 155.64ms, mfu 107.70%
iter 6660: loss 3.4419, time 155.80ms, mfu 107.73%
iter 6670: loss 3.4715, time 156.42ms, mfu 107.72%
iter 6680: loss 3.3566, time 156.51ms, mfu 107.70%
iter 6690: loss 3.4073, time 156.57ms, mfu 107.68%
iter 6700: loss 3.4607, time 156.33ms, mfu 107.68%
iter 6710: loss 3.5438, time 156.85ms, mfu 107.64%
iter 6720: loss 3.5279, time 156.59ms, mfu 107.63%
iter 6730: loss 3.7099, time 155.59ms, mfu 107.69%
iter 6740: loss 3.4842, time 156.76ms, mfu 107.65%
iter 6750: loss 3.2739, time 156.10ms, mfu 107.67%
iter 6760: loss 3.3944, time 156.35ms, mfu 107.67%
iter 6770: loss 3.5201, time 156.21ms, mfu 107.68%
iter 6780: loss 3.2472, time 156.09ms, mfu 107.70%
iter 6790: loss 3.5286, time 156.70ms, mfu 107.67%
iter 6800: loss 3.4027, time 156.65ms, mfu 107.65%
iter 6810: loss 3.6478, time 156.58ms, mfu 107.63%
iter 6820: loss 3.5104, time 156.18ms, mfu 107.65%
iter 6830: loss 3.3552, time 155.81ms, mfu 107.68%
iter 6840: loss 3.7731, time 157.06ms, mfu 107.63%
iter 6850: loss 3.6126, time 156.30ms, mfu 107.64%
iter 6860: loss 3.4907, time 156.43ms, mfu 107.64%
iter 6870: loss 3.3144, time 156.60ms, mfu 107.62%
iter 6880: loss 3.5057, time 156.37ms, mfu 107.62%
iter 6890: loss 3.4393, time 155.89ms, mfu 107.66%
iter 6900: loss 3.3494, time 156.35ms, mfu 107.66%
iter 6910: loss 3.4739, time 156.78ms, mfu 107.63%
iter 6920: loss 3.5421, time 156.30ms, mfu 107.64%
iter 6930: loss 3.5355, time 156.18ms, mfu 107.65%
iter 6940: loss 3.3662, time 156.03ms, mfu 107.67%
iter 6950: loss 3.4854, time 157.06ms, mfu 107.62%
iter 6960: loss 3.5175, time 156.72ms, mfu 107.60%
iter 6970: loss 3.3998, time 156.25ms, mfu 107.61%
iter 6980: loss 3.3399, time 156.16ms, mfu 107.63%
iter 6990: loss 3.4016, time 155.96ms, mfu 107.66%
step 7000: train loss 3.4298, val loss 3.5604
saving checkpoint to out_openwebtext
iter 7000: loss 3.4678, time 5030.35ms, mfu 97.23%
iter 7010: loss 3.4518, time 155.41ms, mfu 98.34%
iter 7020: loss 3.4280, time 156.21ms, mfu 99.28%
iter 7030: loss 3.4761, time 156.25ms, mfu 100.12%
iter 7040: loss 3.4629, time 156.55ms, mfu 100.86%
iter 7050: loss 3.5230, time 156.12ms, mfu 101.56%
iter 7060: loss 3.3386, time 156.15ms, mfu 102.18%
iter 7070: loss 3.1914, time 155.88ms, mfu 102.76%
iter 7080: loss 3.4421, time 156.86ms, mfu 103.22%
iter 7090: loss 3.5335, time 155.82ms, mfu 103.70%
iter 7100: loss 3.3623, time 156.43ms, mfu 104.09%
iter 7110: loss 3.5997, time 157.05ms, mfu 104.40%
iter 7120: loss 3.5050, time 156.72ms, mfu 104.70%
iter 7130: loss 3.2348, time 156.25ms, mfu 105.00%
iter 7140: loss 3.3941, time 156.22ms, mfu 105.28%
iter 7150: loss 3.2921, time 155.85ms, mfu 105.55%
iter 7160: loss 3.5381, time 156.18ms, mfu 105.77%
iter 7170: loss 3.4245, time 156.55ms, mfu 105.95%
iter 7180: loss 3.2858, time 156.64ms, mfu 106.10%
iter 7190: loss 3.4084, time 156.83ms, mfu 106.22%
iter 7200: loss 3.4325, time 155.76ms, mfu 106.41%
iter 7210: loss 3.4011, time 156.43ms, mfu 106.53%
iter 7220: loss 3.4277, time 155.34ms, mfu 106.71%
iter 7230: loss 3.5628, time 156.99ms, mfu 106.76%
iter 7240: loss 3.2975, time 156.72ms, mfu 106.82%
iter 7250: loss 3.4381, time 156.75ms, mfu 106.88%
iter 7260: loss 3.6025, time 156.78ms, mfu 106.93%
iter 7270: loss 3.4334, time 156.29ms, mfu 107.01%
iter 7280: loss 3.4052, time 155.80ms, mfu 107.11%
iter 7290: loss 3.3136, time 156.17ms, mfu 107.18%
iter 7300: loss 3.2831, time 155.86ms, mfu 107.26%
iter 7310: loss 3.5655, time 155.59ms, mfu 107.35%
iter 7320: loss 3.7346, time 156.69ms, mfu 107.36%
iter 7330: loss 3.4201, time 157.26ms, mfu 107.33%
iter 7340: loss 3.5317, time 156.88ms, mfu 107.32%
iter 7350: loss 3.3803, time 156.24ms, mfu 107.36%
iter 7360: loss 3.1024, time 156.75ms, mfu 107.37%
iter 7370: loss 3.4343, time 155.58ms, mfu 107.45%
iter 7380: loss 3.4206, time 156.21ms, mfu 107.48%
iter 7390: loss 3.5097, time 155.70ms, mfu 107.54%
iter 7400: loss 3.3834, time 156.27ms, mfu 107.56%
iter 7410: loss 3.6811, time 155.71ms, mfu 107.61%
iter 7420: loss 3.2602, time 156.74ms, mfu 107.59%
iter 7430: loss 3.5228, time 156.70ms, mfu 107.57%
iter 7440: loss 3.4209, time 155.78ms, mfu 107.62%
iter 7450: loss 3.6443, time 155.77ms, mfu 107.66%
iter 7460: loss 3.2652, time 156.78ms, mfu 107.63%
iter 7470: loss 3.4654, time 155.65ms, mfu 107.69%
iter 7480: loss 3.4275, time 155.89ms, mfu 107.71%
iter 7490: loss 3.3822, time 156.74ms, mfu 107.68%
iter 7500: loss 3.3815, time 156.23ms, mfu 107.69%
iter 7510: loss 3.2243, time 156.03ms, mfu 107.71%
iter 7520: loss 3.4055, time 156.61ms, mfu 107.68%
iter 7530: loss 3.4479, time 156.35ms, mfu 107.68%
iter 7540: loss 3.0691, time 156.69ms, mfu 107.66%
iter 7550: loss 3.3129, time 156.05ms, mfu 107.68%
iter 7560: loss 3.2667, time 155.29ms, mfu 107.75%
iter 7570: loss 3.3510, time 156.40ms, mfu 107.74%
iter 7580: loss 3.4155, time 156.28ms, mfu 107.73%
iter 7590: loss 3.2996, time 156.47ms, mfu 107.72%
iter 7600: loss 3.4229, time 157.02ms, mfu 107.67%
iter 7610: loss 3.1786, time 155.85ms, mfu 107.70%
iter 7620: loss 3.4464, time 156.69ms, mfu 107.67%
iter 7630: loss 3.3953, time 156.34ms, mfu 107.67%
iter 7640: loss 3.4785, time 156.70ms, mfu 107.65%
iter 7650: loss 3.4042, time 156.19ms, mfu 107.66%
iter 7660: loss 3.6067, time 157.10ms, mfu 107.61%
iter 7670: loss 3.3252, time 155.61ms, mfu 107.66%
iter 7680: loss 3.4438, time 157.10ms, mfu 107.61%
iter 7690: loss 3.5502, time 156.40ms, mfu 107.61%
iter 7700: loss 3.5653, time 156.77ms, mfu 107.59%
iter 7710: loss 3.3964, time 156.04ms, mfu 107.62%
iter 7720: loss 3.4601, time 156.71ms, mfu 107.60%
iter 7730: loss 3.4460, time 156.75ms, mfu 107.58%
iter 7740: loss 3.3587, time 157.37ms, mfu 107.51%
iter 7750: loss 3.4718, time 156.90ms, mfu 107.49%
iter 7760: loss 3.3293, time 156.70ms, mfu 107.48%
iter 7770: loss 3.4000, time 155.62ms, mfu 107.55%
iter 7780: loss 3.4048, time 155.51ms, mfu 107.62%
iter 7790: loss 3.5042, time 155.67ms, mfu 107.67%
iter 7800: loss 3.5204, time 156.29ms, mfu 107.67%
iter 7810: loss 3.5195, time 156.87ms, mfu 107.64%
iter 7820: loss 3.3424, time 155.61ms, mfu 107.69%
iter 7830: loss 3.3342, time 157.03ms, mfu 107.64%
iter 7840: loss 3.3189, time 156.58ms, mfu 107.63%
iter 7850: loss 3.2687, time 155.91ms, mfu 107.66%
iter 7860: loss 3.2200, time 156.74ms, mfu 107.63%
iter 7870: loss 3.3446, time 156.59ms, mfu 107.62%
iter 7880: loss 3.4445, time 156.02ms, mfu 107.65%
iter 7890: loss 3.2698, time 155.45ms, mfu 107.71%
iter 7900: loss 3.3426, time 156.38ms, mfu 107.70%
iter 7910: loss 3.4149, time 156.19ms, mfu 107.71%
iter 7920: loss 3.2160, time 155.82ms, mfu 107.74%
iter 7930: loss 3.2758, time 156.15ms, mfu 107.75%
iter 7940: loss 3.4247, time 156.16ms, mfu 107.75%
iter 7950: loss 3.4113, time 155.72ms, mfu 107.78%
iter 7960: loss 3.4341, time 156.12ms, mfu 107.79%
iter 7970: loss 3.3641, time 155.63ms, mfu 107.82%
iter 7980: loss 3.3976, time 157.03ms, mfu 107.76%
iter 7990: loss 3.5667, time 156.55ms, mfu 107.74%
step 8000: train loss 3.3762, val loss 3.5042
saving checkpoint to out_openwebtext
iter 8000: loss 3.3303, time 5082.03ms, mfu 97.30%
iter 8010: loss 3.4322, time 155.94ms, mfu 98.36%
iter 8020: loss 3.1937, time 156.01ms, mfu 99.31%
iter 8030: loss 3.4205, time 155.98ms, mfu 100.17%
iter 8040: loss 3.3528, time 157.18ms, mfu 100.86%
iter 8050: loss 3.4997, time 156.13ms, mfu 101.56%
iter 8060: loss 3.2132, time 157.18ms, mfu 102.11%
iter 8070: loss 3.3786, time 155.89ms, mfu 102.70%
iter 8080: loss 3.4267, time 156.20ms, mfu 103.20%
iter 8090: loss 3.2499, time 155.88ms, mfu 103.68%
iter 8100: loss 3.4930, time 156.35ms, mfu 104.08%
iter 8110: loss 3.2413, time 156.85ms, mfu 104.40%
iter 8120: loss 3.1105, time 155.77ms, mfu 104.77%
iter 8130: loss 3.3435, time 155.80ms, mfu 105.10%
iter 8140: loss 3.2710, time 156.25ms, mfu 105.36%
iter 8150: loss 3.4532, time 156.26ms, mfu 105.60%
iter 8160: loss 3.4425, time 156.60ms, mfu 105.79%
iter 8170: loss 3.2494, time 156.68ms, mfu 105.95%
iter 8180: loss 3.3758, time 156.58ms, mfu 106.11%
iter 8190: loss 3.5880, time 156.34ms, mfu 106.26%
iter 8200: loss 3.2656, time 156.35ms, mfu 106.40%
iter 8210: loss 3.2863, time 156.21ms, mfu 106.54%
iter 8220: loss 3.3510, time 156.27ms, mfu 106.65%
iter 8230: loss 3.3450, time 156.30ms, mfu 106.76%
iter 8240: loss 3.2706, time 156.04ms, mfu 106.87%
iter 8250: loss 3.4241, time 155.78ms, mfu 106.99%
iter 8260: loss 3.1949, time 156.56ms, mfu 107.04%
iter 8270: loss 3.4871, time 155.49ms, mfu 107.16%
iter 8280: loss 3.4293, time 157.23ms, mfu 107.15%
iter 8290: loss 3.2041, time 156.77ms, mfu 107.17%
iter 8300: loss 3.5121, time 157.22ms, mfu 107.16%
iter 8310: loss 3.1630, time 155.60ms, mfu 107.26%
iter 8320: loss 3.4446, time 156.34ms, mfu 107.30%
iter 8330: loss 3.1579, time 155.90ms, mfu 107.37%
iter 8340: loss 3.0831, time 155.92ms, mfu 107.43%
iter 8350: loss 3.3089, time 156.07ms, mfu 107.47%
iter 8360: loss 3.4004, time 156.18ms, mfu 107.50%
iter 8370: loss 3.1802, time 155.79ms, mfu 107.56%
iter 8380: loss 3.3691, time 155.81ms, mfu 107.60%
iter 8390: loss 3.5823, time 155.97ms, mfu 107.63%
iter 8400: loss 3.4171, time 155.68ms, mfu 107.68%
iter 8410: loss 3.3317, time 156.86ms, mfu 107.65%
iter 8420: loss 3.2739, time 156.98ms, mfu 107.60%
iter 8430: loss 3.4849, time 156.17ms, mfu 107.62%
iter 8440: loss 3.3610, time 156.75ms, mfu 107.60%
iter 8450: loss 3.3406, time 156.20ms, mfu 107.61%
iter 8460: loss 3.2697, time 156.12ms, mfu 107.64%
iter 8470: loss 3.4135, time 156.30ms, mfu 107.64%
iter 8480: loss 3.2118, time 156.02ms, mfu 107.67%
iter 8490: loss 3.3285, time 156.32ms, mfu 107.67%
iter 8500: loss 3.4838, time 155.53ms, mfu 107.72%
iter 8510: loss 3.3792, time 156.99ms, mfu 107.67%
iter 8520: loss 3.2740, time 156.44ms, mfu 107.66%
iter 8530: loss 3.2775, time 156.44ms, mfu 107.66%
iter 8540: loss 3.3832, time 157.11ms, mfu 107.61%
iter 8550: loss 3.3517, time 155.97ms, mfu 107.64%
iter 8560: loss 3.3749, time 155.86ms, mfu 107.67%
iter 8570: loss 3.1836, time 156.02ms, mfu 107.69%
iter 8580: loss 3.3529, time 155.76ms, mfu 107.73%
iter 8590: loss 3.1402, time 157.37ms, mfu 107.65%
iter 8600: loss 3.2789, time 156.73ms, mfu 107.63%
iter 8610: loss 3.4370, time 157.28ms, mfu 107.57%
iter 8620: loss 3.5370, time 156.11ms, mfu 107.59%
iter 8630: loss 3.2801, time 156.49ms, mfu 107.59%
iter 8640: loss 3.0861, time 156.86ms, mfu 107.56%
iter 8650: loss 3.5206, time 157.11ms, mfu 107.52%
iter 8660: loss 3.3766, time 156.86ms, mfu 107.50%
iter 8670: loss 3.3607, time 155.94ms, mfu 107.54%
iter 8680: loss 3.2452, time 156.71ms, mfu 107.53%
iter 8690: loss 3.5587, time 156.31ms, mfu 107.55%
iter 8700: loss 3.4215, time 156.72ms, mfu 107.53%
iter 8710: loss 3.4184, time 155.93ms, mfu 107.57%
iter 8720: loss 3.1201, time 156.35ms, mfu 107.58%
iter 8730: loss 3.6031, time 156.89ms, mfu 107.55%
iter 8740: loss 3.3658, time 155.89ms, mfu 107.59%
iter 8750: loss 3.0978, time 155.93ms, mfu 107.63%
iter 8760: loss 3.1868, time 156.15ms, mfu 107.65%
iter 8770: loss 3.4675, time 156.84ms, mfu 107.61%
iter 8780: loss 3.2836, time 156.12ms, mfu 107.63%
iter 8790: loss 3.4009, time 155.89ms, mfu 107.67%
iter 8800: loss 3.5387, time 155.85ms, mfu 107.70%
iter 8810: loss 3.3180, time 156.08ms, mfu 107.72%
iter 8820: loss 3.3469, time 156.71ms, mfu 107.69%
iter 8830: loss 3.2962, time 156.35ms, mfu 107.68%
iter 8840: loss 3.3116, time 155.76ms, mfu 107.72%
iter 8850: loss 3.3602, time 155.84ms, mfu 107.75%
iter 8860: loss 3.4571, time 156.10ms, mfu 107.76%
iter 8870: loss 3.2309, time 156.41ms, mfu 107.74%
iter 8880: loss 3.4300, time 156.19ms, mfu 107.75%
iter 8890: loss 3.3300, time 156.14ms, mfu 107.75%
iter 8900: loss 3.3334, time 156.22ms, mfu 107.75%
iter 8910: loss 3.2578, time 156.27ms, mfu 107.75%
iter 8920: loss 3.2220, time 156.56ms, mfu 107.72%
