step 0: train loss 10.9899, val loss 10.9894
iter 4480: loss 3.7027, time 157.05ms, mfu 107.78%
iter 4490: loss 3.4048, time 155.84ms, mfu 107.80%
iter 4500: loss 3.9302, time 156.81ms, mfu 107.75%
iter 4510: loss 3.6413, time 156.50ms, mfu 107.73%
iter 4520: loss 3.4811, time 155.42ms, mfu 107.79%
iter 4530: loss 3.6556, time 156.08ms, mfu 107.80%
iter 4540: loss 3.6472, time 155.57ms, mfu 107.84%
iter 4550: loss 3.4451, time 155.86ms, mfu 107.85%
iter 4560: loss 3.5998, time 156.74ms, mfu 107.81%
iter 4570: loss 3.5579, time 156.74ms, mfu 107.76%
iter 4580: loss 3.5908, time 156.33ms, mfu 107.75%
iter 4590: loss 3.6757, time 155.72ms, mfu 107.79%
iter 4600: loss 3.6294, time 156.26ms, mfu 107.78%
iter 4610: loss 3.5100, time 155.36ms, mfu 107.84%
iter 4620: loss 3.5886, time 155.42ms, mfu 107.88%
iter 4630: loss 3.6147, time 156.30ms, mfu 107.87%
iter 4640: loss 3.6677, time 156.63ms, mfu 107.83%
iter 4650: loss 3.6029, time 156.16ms, mfu 107.82%
iter 4660: loss 3.4228, time 155.99ms, mfu 107.83%
iter 4670: loss 3.5020, time 156.77ms, mfu 107.78%
iter 4680: loss 3.6706, time 155.81ms, mfu 107.81%
iter 4690: loss 3.4442, time 156.05ms, mfu 107.81%
iter 4700: loss 3.5553, time 155.94ms, mfu 107.83%
iter 4710: loss 3.7149, time 156.73ms, mfu 107.78%
iter 4720: loss 3.7567, time 156.34ms, mfu 107.77%
iter 4730: loss 3.6453, time 156.22ms, mfu 107.77%
iter 4740: loss 3.6272, time 155.65ms, mfu 107.81%
iter 4750: loss 3.6569, time 156.89ms, mfu 107.75%
iter 4760: loss 3.5458, time 155.62ms, mfu 107.80%
iter 4770: loss 3.4586, time 156.05ms, mfu 107.80%
iter 4780: loss 3.6330, time 156.04ms, mfu 107.81%
iter 4790: loss 3.6027, time 156.22ms, mfu 107.80%
iter 4800: loss 3.5669, time 156.49ms, mfu 107.78%
iter 4810: loss 3.8084, time 155.60ms, mfu 107.82%
iter 4820: loss 3.6740, time 156.37ms, mfu 107.80%
iter 4830: loss 3.6425, time 156.05ms, mfu 107.81%
iter 4840: loss 3.6122, time 156.21ms, mfu 107.80%
iter 4850: loss 3.6799, time 156.60ms, mfu 107.77%
iter 4860: loss 3.4740, time 156.23ms, mfu 107.77%
iter 4870: loss 3.7021, time 156.42ms, mfu 107.75%
iter 4880: loss 3.4773, time 155.92ms, mfu 107.77%
iter 4890: loss 3.6978, time 156.96ms, mfu 107.72%
iter 4900: loss 3.7976, time 155.62ms, mfu 107.76%
iter 4910: loss 3.6030, time 157.12ms, mfu 107.70%
iter 4920: loss 3.4418, time 156.05ms, mfu 107.72%
iter 4930: loss 3.7403, time 157.07ms, mfu 107.66%
iter 4940: loss 3.7249, time 155.70ms, mfu 107.71%
iter 4950: loss 3.8248, time 155.90ms, mfu 107.73%
iter 4960: loss 3.6270, time 157.05ms, mfu 107.68%
iter 4970: loss 3.3599, time 156.28ms, mfu 107.68%
iter 4980: loss 3.6193, time 156.42ms, mfu 107.67%
iter 4990: loss 3.5369, time 157.11ms, mfu 107.62%
step 5000: train loss 3.5873, val loss 3.6844
saving checkpoint to out_openwebtext
iter 5000: loss 3.6044, time 5039.46ms, mfu 97.19%
iter 5010: loss 3.5688, time 155.44ms, mfu 98.30%
iter 5020: loss 3.6163, time 156.63ms, mfu 99.22%
iter 5030: loss 3.4990, time 156.05ms, mfu 100.08%
iter 5040: loss 3.5680, time 156.85ms, mfu 100.81%
iter 5050: loss 3.5050, time 156.02ms, mfu 101.51%
iter 5060: loss 3.6507, time 156.72ms, mfu 102.10%
iter 5070: loss 3.5877, time 156.79ms, mfu 102.63%
iter 5080: loss 3.5544, time 156.06ms, mfu 103.15%
iter 5090: loss 3.7366, time 156.47ms, mfu 103.59%
iter 5100: loss 3.3717, time 155.37ms, mfu 104.07%
iter 5110: loss 3.5756, time 155.89ms, mfu 104.46%
iter 5120: loss 3.4616, time 156.56ms, mfu 104.76%
iter 5130: loss 3.5023, time 156.83ms, mfu 105.02%
iter 5140: loss 3.4456, time 156.07ms, mfu 105.30%
iter 5150: loss 3.3915, time 156.44ms, mfu 105.53%
iter 5160: loss 3.5177, time 156.13ms, mfu 105.76%
iter 5170: loss 3.5014, time 155.55ms, mfu 106.01%
iter 5180: loss 3.6070, time 155.94ms, mfu 106.20%
iter 5190: loss 3.7443, time 155.44ms, mfu 106.41%
iter 5200: loss 3.5379, time 155.43ms, mfu 106.60%
iter 5210: loss 3.5364, time 155.67ms, mfu 106.75%
iter 5220: loss 3.6745, time 156.27ms, mfu 106.85%
iter 5230: loss 3.5390, time 156.55ms, mfu 106.91%
iter 5240: loss 3.5029, time 156.16ms, mfu 107.00%
iter 5250: loss 3.4413, time 156.41ms, mfu 107.06%
iter 5260: loss 3.6901, time 156.65ms, mfu 107.10%
iter 5270: loss 3.6600, time 156.26ms, mfu 107.16%
iter 5280: loss 3.4939, time 156.56ms, mfu 107.20%
iter 5290: loss 3.3314, time 156.17ms, mfu 107.26%
iter 5300: loss 3.3586, time 156.27ms, mfu 107.30%
iter 5310: loss 3.7262, time 156.37ms, mfu 107.34%
iter 5320: loss 3.6293, time 156.89ms, mfu 107.33%
iter 5330: loss 3.5657, time 156.22ms, mfu 107.37%
iter 5340: loss 3.4526, time 157.01ms, mfu 107.36%
iter 5350: loss 3.5236, time 156.79ms, mfu 107.36%
iter 5360: loss 3.6216, time 156.80ms, mfu 107.36%
iter 5370: loss 3.3756, time 156.13ms, mfu 107.40%
iter 5380: loss 3.5743, time 155.87ms, mfu 107.46%
iter 5390: loss 3.5193, time 155.95ms, mfu 107.51%
iter 5400: loss 3.4137, time 157.02ms, mfu 107.48%
iter 5410: loss 3.6951, time 155.33ms, mfu 107.57%
iter 5420: loss 3.5568, time 156.89ms, mfu 107.54%
iter 5430: loss 3.5729, time 156.91ms, mfu 107.51%
iter 5440: loss 3.6718, time 156.15ms, mfu 107.54%
iter 5450: loss 3.6131, time 156.78ms, mfu 107.52%
iter 5460: loss 3.6388, time 157.23ms, mfu 107.48%
iter 5470: loss 3.5676, time 155.84ms, mfu 107.53%
iter 5480: loss 3.4830, time 156.64ms, mfu 107.52%
iter 5490: loss 3.4746, time 156.26ms, mfu 107.54%
iter 5500: loss 3.5131, time 156.84ms, mfu 107.52%
iter 5510: loss 3.3970, time 156.71ms, mfu 107.51%
iter 5520: loss 3.5695, time 155.87ms, mfu 107.56%
iter 5530: loss 3.6027, time 156.08ms, mfu 107.59%
iter 5540: loss 3.7101, time 156.24ms, mfu 107.60%
iter 5550: loss 3.5152, time 156.03ms, mfu 107.63%
iter 5560: loss 3.6433, time 157.15ms, mfu 107.58%
iter 5570: loss 3.4284, time 155.71ms, mfu 107.63%
iter 5580: loss 3.5468, time 156.97ms, mfu 107.59%
iter 5590: loss 3.9210, time 157.06ms, mfu 107.55%
iter 5600: loss 3.5869, time 156.70ms, mfu 107.54%
iter 5610: loss 3.4666, time 156.48ms, mfu 107.54%
iter 5620: loss 3.4419, time 156.86ms, mfu 107.52%
iter 5630: loss 3.5462, time 155.79ms, mfu 107.57%
iter 5640: loss 3.6366, time 156.33ms, mfu 107.58%
iter 5650: loss 3.5674, time 155.99ms, mfu 107.61%
iter 5660: loss 3.5302, time 155.59ms, mfu 107.67%
iter 5670: loss 3.3929, time 156.62ms, mfu 107.65%
iter 5680: loss 3.4995, time 156.53ms, mfu 107.64%
iter 5690: loss 3.5899, time 156.04ms, mfu 107.66%
iter 5700: loss 3.3832, time 157.11ms, mfu 107.61%
iter 5710: loss 3.4543, time 155.79ms, mfu 107.65%
iter 5720: loss 3.4214, time 155.95ms, mfu 107.68%
iter 5730: loss 3.2606, time 157.13ms, mfu 107.63%
iter 5740: loss 3.4506, time 156.40ms, mfu 107.63%
iter 5750: loss 3.6329, time 157.23ms, mfu 107.57%
iter 5760: loss 3.6124, time 156.56ms, mfu 107.56%
iter 5770: loss 3.3913, time 155.86ms, mfu 107.61%
iter 5780: loss 3.5105, time 156.31ms, mfu 107.61%
iter 5790: loss 3.7157, time 157.79ms, mfu 107.52%
iter 5800: loss 3.5771, time 156.59ms, mfu 107.52%
iter 5810: loss 3.5930, time 156.11ms, mfu 107.55%
iter 5820: loss 3.4462, time 156.35ms, mfu 107.56%
iter 5830: loss 3.3642, time 155.98ms, mfu 107.59%
iter 5840: loss 3.4424, time 157.14ms, mfu 107.55%
iter 5850: loss 3.2518, time 156.93ms, mfu 107.52%
iter 5860: loss 3.4743, time 156.44ms, mfu 107.53%
iter 5870: loss 3.4244, time 155.82ms, mfu 107.58%
iter 5880: loss 3.7130, time 156.07ms, mfu 107.60%
iter 5890: loss 3.2990, time 156.21ms, mfu 107.62%
iter 5900: loss 3.4847, time 156.16ms, mfu 107.64%
iter 5910: loss 3.5569, time 155.96ms, mfu 107.66%
iter 5920: loss 3.5673, time 156.42ms, mfu 107.66%
iter 5930: loss 3.5831, time 156.50ms, mfu 107.65%
iter 5940: loss 3.4834, time 155.66ms, mfu 107.70%
iter 5950: loss 3.5429, time 156.16ms, mfu 107.71%
iter 5960: loss 3.3985, time 156.68ms, mfu 107.68%
iter 5970: loss 3.2869, time 155.41ms, mfu 107.74%
iter 5980: loss 3.2921, time 155.98ms, mfu 107.76%
iter 5990: loss 3.4492, time 156.20ms, mfu 107.76%
step 6000: train loss 3.4888, val loss 3.6067
saving checkpoint to out_openwebtext
iter 6000: loss 3.4591, time 5071.91ms, mfu 97.32%
iter 6010: loss 3.2626, time 156.00ms, mfu 98.37%
iter 6020: loss 3.4689, time 156.22ms, mfu 99.31%
iter 6030: loss 3.2949, time 155.51ms, mfu 100.20%
iter 6040: loss 3.4905, time 156.17ms, mfu 100.96%
iter 6050: loss 3.3918, time 157.10ms, mfu 101.58%
iter 6060: loss 3.3021, time 155.90ms, mfu 102.22%
iter 6070: loss 3.5547, time 155.91ms, mfu 102.79%
iter 6080: loss 3.5483, time 155.72ms, mfu 103.32%
iter 6090: loss 3.3532, time 154.95ms, mfu 103.85%
iter 6100: loss 3.6464, time 156.84ms, mfu 104.20%
iter 6110: loss 3.3575, time 156.74ms, mfu 104.52%
iter 6120: loss 3.5623, time 156.36ms, mfu 104.83%
iter 6130: loss 3.4814, time 155.89ms, mfu 105.15%
iter 6140: loss 3.2488, time 156.30ms, mfu 105.40%
iter 6150: loss 3.4616, time 155.75ms, mfu 105.67%
iter 6160: loss 3.7099, time 155.98ms, mfu 105.89%
iter 6170: loss 3.6095, time 155.64ms, mfu 106.12%
iter 6180: loss 3.4840, time 156.13ms, mfu 106.29%
iter 6190: loss 3.2654, time 155.94ms, mfu 106.45%
iter 6200: loss 3.4171, time 156.58ms, mfu 106.56%
iter 6210: loss 3.5111, time 156.08ms, mfu 106.69%
iter 6220: loss 3.4397, time 155.59ms, mfu 106.84%
iter 6230: loss 3.6536, time 156.22ms, mfu 106.93%
iter 6240: loss 3.5789, time 155.85ms, mfu 107.03%
iter 6250: loss 3.2836, time 156.42ms, mfu 107.09%
iter 6260: loss 3.4262, time 156.38ms, mfu 107.15%
iter 6270: loss 3.3670, time 156.98ms, mfu 107.15%
iter 6280: loss 3.8011, time 157.39ms, mfu 107.13%
iter 6290: loss 3.5827, time 156.09ms, mfu 107.20%
iter 6300: loss 3.4707, time 156.04ms, mfu 107.27%
iter 6310: loss 3.9007, time 156.03ms, mfu 107.33%
iter 6320: loss 3.4953, time 156.65ms, mfu 107.34%
iter 6330: loss 3.6163, time 155.59ms, mfu 107.43%
iter 6340: loss 3.3440, time 156.66ms, mfu 107.43%
iter 6350: loss 3.3727, time 156.80ms, mfu 107.42%
iter 6360: loss 3.6236, time 156.34ms, mfu 107.45%
iter 6370: loss 3.5163, time 156.41ms, mfu 107.46%
iter 6380: loss 3.5496, time 156.16ms, mfu 107.50%
iter 6390: loss 3.3720, time 156.97ms, mfu 107.47%
iter 6400: loss 3.2126, time 156.70ms, mfu 107.46%
iter 6410: loss 3.3350, time 156.62ms, mfu 107.47%
iter 6420: loss 3.5282, time 156.32ms, mfu 107.49%
iter 6430: loss 3.2696, time 156.32ms, mfu 107.51%
iter 6440: loss 3.4781, time 156.20ms, mfu 107.53%
iter 6450: loss 3.5158, time 156.60ms, mfu 107.53%
iter 6460: loss 3.5805, time 155.79ms, mfu 107.58%
iter 6470: loss 3.5208, time 156.03ms, mfu 107.61%
iter 6480: loss 3.4761, time 156.54ms, mfu 107.60%
iter 6490: loss 3.3575, time 156.72ms, mfu 107.58%
iter 6500: loss 3.3657, time 156.88ms, mfu 107.55%
iter 6510: loss 3.4522, time 156.36ms, mfu 107.56%
iter 6520: loss 3.5386, time 155.54ms, mfu 107.63%
iter 6530: loss 3.4124, time 156.02ms, mfu 107.65%
iter 6540: loss 3.5259, time 156.48ms, mfu 107.65%
iter 6550: loss 3.5053, time 156.28ms, mfu 107.65%
iter 6560: loss 3.4282, time 156.46ms, mfu 107.64%
iter 6570: loss 3.4009, time 156.68ms, mfu 107.62%
iter 6580: loss 3.4399, time 156.34ms, mfu 107.63%
iter 6590: loss 3.5050, time 156.57ms, mfu 107.62%
iter 6600: loss 3.6306, time 156.40ms, mfu 107.62%
iter 6610: loss 3.4370, time 155.83ms, mfu 107.66%
iter 6620: loss 3.3127, time 156.33ms, mfu 107.66%
iter 6630: loss 3.4943, time 155.87ms, mfu 107.69%
iter 6640: loss 3.4406, time 156.27ms, mfu 107.69%
iter 6650: loss 3.5424, time 155.95ms, mfu 107.72%
iter 6660: loss 3.4440, time 157.17ms, mfu 107.66%
iter 6670: loss 3.4646, time 155.79ms, mfu 107.69%
iter 6680: loss 3.3560, time 156.05ms, mfu 107.71%
iter 6690: loss 3.4133, time 156.76ms, mfu 107.68%
iter 6700: loss 3.4560, time 156.60ms, mfu 107.66%
iter 6710: loss 3.5423, time 156.29ms, mfu 107.66%
iter 6720: loss 3.5197, time 156.72ms, mfu 107.64%
iter 6730: loss 3.7038, time 156.79ms, mfu 107.61%
iter 6740: loss 3.4862, time 155.60ms, mfu 107.67%
iter 6750: loss 3.2754, time 156.89ms, mfu 107.63%
iter 6760: loss 3.3841, time 156.15ms, mfu 107.64%
iter 6770: loss 3.5142, time 155.54ms, mfu 107.70%
iter 6780: loss 3.2458, time 156.17ms, mfu 107.71%
iter 6790: loss 3.5252, time 155.76ms, mfu 107.75%
iter 6800: loss 3.4059, time 156.08ms, mfu 107.76%
iter 6810: loss 3.6485, time 156.83ms, mfu 107.71%
iter 6820: loss 3.5071, time 155.79ms, mfu 107.75%
iter 6830: loss 3.3506, time 156.41ms, mfu 107.73%
iter 6840: loss 3.7742, time 157.00ms, mfu 107.68%
iter 6850: loss 3.6073, time 155.85ms, mfu 107.71%
iter 6860: loss 3.4941, time 157.23ms, mfu 107.65%
iter 6870: loss 3.3159, time 156.04ms, mfu 107.67%
iter 6880: loss 3.5082, time 156.46ms, mfu 107.66%
iter 6890: loss 3.4321, time 155.79ms, mfu 107.70%
iter 6900: loss 3.3527, time 155.90ms, mfu 107.73%
iter 6910: loss 3.4799, time 156.99ms, mfu 107.68%
iter 6920: loss 3.5479, time 156.30ms, mfu 107.68%
iter 6930: loss 3.5271, time 155.93ms, mfu 107.70%
iter 6940: loss 3.3483, time 156.30ms, mfu 107.70%
iter 6950: loss 3.4879, time 156.16ms, mfu 107.71%
iter 6960: loss 3.5175, time 156.15ms, mfu 107.72%
iter 6970: loss 3.3975, time 156.70ms, mfu 107.69%
iter 6980: loss 3.3385, time 156.94ms, mfu 107.65%
iter 6990: loss 3.4041, time 157.09ms, mfu 107.60%
step 7000: train loss 3.4299, val loss 3.5599
saving checkpoint to out_openwebtext
iter 7000: loss 3.4602, time 5031.56ms, mfu 97.17%
iter 7010: loss 3.4530, time 155.75ms, mfu 98.26%
iter 7020: loss 3.4285, time 156.43ms, mfu 99.20%
iter 7030: loss 3.4717, time 155.99ms, mfu 100.07%
iter 7040: loss 3.4583, time 156.26ms, mfu 100.83%
iter 7050: loss 3.5175, time 156.85ms, mfu 101.48%
iter 7060: loss 3.3348, time 157.06ms, mfu 102.05%
iter 7070: loss 3.1902, time 155.95ms, mfu 102.64%
iter 7080: loss 3.4349, time 156.24ms, mfu 103.15%
iter 7090: loss 3.5324, time 155.56ms, mfu 103.65%
iter 7100: loss 3.3657, time 155.45ms, mfu 104.12%
iter 7110: loss 3.6022, time 155.73ms, mfu 104.51%
iter 7120: loss 3.5104, time 156.84ms, mfu 104.79%
iter 7130: loss 3.2383, time 157.00ms, mfu 105.04%
iter 7140: loss 3.3950, time 155.68ms, mfu 105.34%
iter 7150: loss 3.2963, time 156.53ms, mfu 105.56%
iter 7160: loss 3.5380, time 156.41ms, mfu 105.77%
iter 7170: loss 3.4140, time 156.47ms, mfu 105.95%
iter 7180: loss 3.2820, time 156.45ms, mfu 106.11%
iter 7190: loss 3.4086, time 155.94ms, mfu 106.30%
iter 7200: loss 3.4358, time 156.15ms, mfu 106.45%
iter 7210: loss 3.4103, time 156.97ms, mfu 106.52%
iter 7220: loss 3.4222, time 155.76ms, mfu 106.68%
iter 7230: loss 3.5590, time 157.23ms, mfu 106.72%
iter 7240: loss 3.2855, time 156.40ms, mfu 106.81%
iter 7250: loss 3.4447, time 156.03ms, mfu 106.91%
iter 7260: loss 3.6005, time 156.21ms, mfu 107.00%
iter 7270: loss 3.4279, time 155.66ms, mfu 107.11%
iter 7280: loss 3.4108, time 156.67ms, mfu 107.14%
iter 7290: loss 3.3066, time 156.28ms, mfu 107.20%
iter 7300: loss 3.2820, time 155.74ms, mfu 107.29%
iter 7310: loss 3.5668, time 156.20ms, mfu 107.34%
iter 7320: loss 3.7318, time 156.24ms, mfu 107.38%
iter 7330: loss 3.4125, time 157.05ms, mfu 107.36%
iter 7340: loss 3.5384, time 156.19ms, mfu 107.40%
iter 7350: loss 3.3750, time 156.26ms, mfu 107.43%
iter 7360: loss 3.1015, time 156.48ms, mfu 107.44%
iter 7370: loss 3.4412, time 157.07ms, mfu 107.42%
iter 7380: loss 3.4185, time 155.76ms, mfu 107.48%
iter 7390: loss 3.5086, time 156.41ms, mfu 107.49%
iter 7400: loss 3.3894, time 156.85ms, mfu 107.48%
iter 7410: loss 3.6775, time 156.04ms, mfu 107.52%
iter 7420: loss 3.2544, time 156.70ms, mfu 107.51%
iter 7430: loss 3.5240, time 156.16ms, mfu 107.53%
iter 7440: loss 3.4182, time 156.95ms, mfu 107.51%
iter 7450: loss 3.6445, time 156.70ms, mfu 107.50%
iter 7460: loss 3.2656, time 157.05ms, mfu 107.47%
iter 7470: loss 3.4652, time 156.90ms, mfu 107.45%
iter 7480: loss 3.4247, time 156.01ms, mfu 107.49%
iter 7490: loss 3.3812, time 156.13ms, mfu 107.52%
iter 7500: loss 3.3858, time 155.93ms, mfu 107.57%
iter 7510: loss 3.2244, time 156.68ms, mfu 107.55%
iter 7520: loss 3.4053, time 156.24ms, mfu 107.57%
iter 7530: loss 3.4437, time 156.34ms, mfu 107.58%
iter 7540: loss 3.0656, time 156.04ms, mfu 107.61%
iter 7550: loss 3.3109, time 156.59ms, mfu 107.60%
iter 7560: loss 3.2622, time 155.67ms, mfu 107.65%
iter 7570: loss 3.3411, time 155.60ms, mfu 107.70%
iter 7580: loss 3.4192, time 156.12ms, mfu 107.71%
iter 7590: loss 3.3010, time 155.84ms, mfu 107.74%
iter 7600: loss 3.4246, time 156.48ms, mfu 107.73%
iter 7610: loss 3.1742, time 156.33ms, mfu 107.72%
iter 7620: loss 3.4509, time 156.19ms, mfu 107.73%
iter 7630: loss 3.3989, time 155.84ms, mfu 107.75%
iter 7640: loss 3.4699, time 155.62ms, mfu 107.80%
iter 7650: loss 3.4013, time 156.30ms, mfu 107.78%
iter 7660: loss 3.6038, time 156.24ms, mfu 107.78%
iter 7670: loss 3.3243, time 156.86ms, mfu 107.73%
iter 7680: loss 3.4450, time 157.04ms, mfu 107.68%
iter 7690: loss 3.5407, time 155.95ms, mfu 107.70%
iter 7700: loss 3.5604, time 156.19ms, mfu 107.71%
iter 7710: loss 3.3915, time 155.63ms, mfu 107.76%
iter 7720: loss 3.4617, time 156.50ms, mfu 107.74%
iter 7730: loss 3.4506, time 156.72ms, mfu 107.70%
iter 7740: loss 3.3541, time 156.09ms, mfu 107.72%
iter 7750: loss 3.4776, time 156.08ms, mfu 107.73%
iter 7760: loss 3.3364, time 156.71ms, mfu 107.70%
iter 7770: loss 3.3947, time 156.82ms, mfu 107.66%
iter 7780: loss 3.3999, time 156.71ms, mfu 107.64%
iter 7790: loss 3.5126, time 155.89ms, mfu 107.67%
iter 7800: loss 3.5228, time 156.77ms, mfu 107.64%
iter 7810: loss 3.5265, time 155.81ms, mfu 107.68%
iter 7820: loss 3.3406, time 156.35ms, mfu 107.68%
iter 7830: loss 3.3367, time 156.41ms, mfu 107.67%
iter 7840: loss 3.3180, time 156.22ms, mfu 107.68%
iter 7850: loss 3.2697, time 156.75ms, mfu 107.65%
iter 7860: loss 3.2170, time 156.49ms, mfu 107.64%
iter 7870: loss 3.3476, time 156.61ms, mfu 107.62%
iter 7880: loss 3.4455, time 155.53ms, mfu 107.68%
iter 7890: loss 3.2704, time 156.94ms, mfu 107.64%
iter 7900: loss 3.3438, time 155.87ms, mfu 107.68%
iter 7910: loss 3.4100, time 155.94ms, mfu 107.70%
iter 7920: loss 3.2230, time 156.15ms, mfu 107.71%
iter 7930: loss 3.2703, time 156.58ms, mfu 107.69%
iter 7940: loss 3.4266, time 158.15ms, mfu 107.57%
iter 7950: loss 3.4165, time 157.36ms, mfu 107.51%
iter 7960: loss 3.4379, time 155.38ms, mfu 107.59%
iter 7970: loss 3.3628, time 157.33ms, mfu 107.53%
iter 7980: loss 3.3892, time 156.72ms, mfu 107.52%
iter 7990: loss 3.5688, time 156.44ms, mfu 107.52%
step 8000: train loss 3.3762, val loss 3.5035
saving checkpoint to out_openwebtext
iter 8000: loss 3.3381, time 5020.28ms, mfu 97.11%
iter 8010: loss 3.4304, time 155.14ms, mfu 98.25%
iter 8020: loss 3.1913, time 156.41ms, mfu 99.18%
iter 8030: loss 3.4228, time 155.68ms, mfu 100.08%
iter 8040: loss 3.3491, time 155.94ms, mfu 100.86%
iter 8050: loss 3.4965, time 156.47ms, mfu 101.53%
iter 8060: loss 3.2105, time 156.76ms, mfu 102.12%
iter 8070: loss 3.3756, time 156.79ms, mfu 102.64%
iter 8080: loss 3.4588, time 156.04ms, mfu 103.17%
iter 8090: loss 3.2427, time 156.95ms, mfu 103.57%
iter 8100: loss 3.4850, time 155.77ms, mfu 104.02%
iter 8110: loss 3.2363, time 155.82ms, mfu 104.42%
iter 8120: loss 3.1141, time 156.21ms, mfu 104.76%
iter 8130: loss 3.3388, time 155.56ms, mfu 105.10%
iter 8140: loss 3.2684, time 157.51ms, mfu 105.28%
iter 8150: loss 3.4527, time 155.77ms, mfu 105.56%
iter 8160: loss 3.4502, time 155.79ms, mfu 105.80%
iter 8170: loss 3.2476, time 156.77ms, mfu 105.96%
iter 8180: loss 3.3634, time 155.97ms, mfu 106.16%
iter 8190: loss 3.5819, time 156.12ms, mfu 106.32%
iter 8200: loss 3.2661, time 156.12ms, mfu 106.47%
iter 8210: loss 3.2818, time 156.34ms, mfu 106.59%
iter 8220: loss 3.3392, time 156.88ms, mfu 106.66%
iter 8230: loss 3.3404, time 156.26ms, mfu 106.77%
iter 8240: loss 3.2604, time 156.10ms, mfu 106.87%
iter 8250: loss 3.4273, time 157.21ms, mfu 106.89%
iter 8260: loss 3.1956, time 157.19ms, mfu 106.91%
iter 8270: loss 3.4884, time 156.19ms, mfu 107.00%
iter 8280: loss 3.4268, time 156.30ms, mfu 107.07%
iter 8290: loss 3.2046, time 156.38ms, mfu 107.12%
iter 8300: loss 3.5135, time 155.88ms, mfu 107.21%
iter 8310: loss 3.1559, time 155.98ms, mfu 107.28%
iter 8320: loss 3.4476, time 157.32ms, mfu 107.25%
iter 8330: loss 3.1581, time 156.44ms, mfu 107.29%
iter 8340: loss 3.0837, time 156.62ms, mfu 107.31%
iter 8350: loss 3.3072, time 157.25ms, mfu 107.28%
iter 8360: loss 3.4013, time 156.84ms, mfu 107.28%
iter 8370: loss 3.1835, time 156.12ms, mfu 107.34%
iter 8380: loss 3.3677, time 157.00ms, mfu 107.32%
iter 8390: loss 3.5869, time 157.08ms, mfu 107.31%
iter 8400: loss 3.4167, time 155.86ms, mfu 107.38%
iter 8410: loss 3.3292, time 155.99ms, mfu 107.43%
iter 8420: loss 3.2751, time 155.57ms, mfu 107.51%
iter 8430: loss 3.4803, time 156.26ms, mfu 107.53%
iter 8440: loss 3.3597, time 156.67ms, mfu 107.52%
iter 8450: loss 3.3381, time 156.79ms, mfu 107.50%
iter 8460: loss 3.2715, time 156.86ms, mfu 107.48%
iter 8470: loss 3.4125, time 155.85ms, mfu 107.54%
iter 8480: loss 3.2081, time 156.46ms, mfu 107.54%
iter 8490: loss 3.3271, time 156.64ms, mfu 107.53%
iter 8500: loss 3.4858, time 156.18ms, mfu 107.56%
iter 8510: loss 3.3783, time 156.71ms, mfu 107.54%
iter 8520: loss 3.2780, time 156.24ms, mfu 107.56%
iter 8530: loss 3.2674, time 156.50ms, mfu 107.56%
iter 8540: loss 3.3777, time 156.51ms, mfu 107.56%
iter 8550: loss 3.3548, time 155.80ms, mfu 107.61%
iter 8560: loss 3.3757, time 157.64ms, mfu 107.52%
iter 8570: loss 3.1811, time 155.54ms, mfu 107.59%
iter 8580: loss 3.3448, time 156.33ms, mfu 107.60%
iter 8590: loss 3.1372, time 157.00ms, mfu 107.56%
iter 8600: loss 3.2741, time 156.77ms, mfu 107.54%
iter 8610: loss 3.4446, time 156.30ms, mfu 107.56%
iter 8620: loss 3.5339, time 156.87ms, mfu 107.53%
iter 8630: loss 3.2778, time 155.78ms, mfu 107.58%
iter 8640: loss 3.0815, time 156.33ms, mfu 107.59%
iter 8650: loss 3.5251, time 155.53ms, mfu 107.66%
iter 8660: loss 3.3756, time 155.57ms, mfu 107.71%
iter 8670: loss 3.3590, time 156.33ms, mfu 107.71%
iter 8680: loss 3.2394, time 157.16ms, mfu 107.65%
iter 8690: loss 3.5608, time 156.62ms, mfu 107.63%
iter 8700: loss 3.4266, time 156.52ms, mfu 107.62%
iter 8710: loss 3.4113, time 156.42ms, mfu 107.62%
iter 8720: loss 3.1156, time 156.15ms, mfu 107.64%
iter 8730: loss 3.5983, time 156.26ms, mfu 107.65%
iter 8740: loss 3.3725, time 156.38ms, mfu 107.64%
iter 8750: loss 3.0988, time 156.36ms, mfu 107.65%
iter 8760: loss 3.1795, time 156.74ms, mfu 107.62%
iter 8770: loss 3.4748, time 155.81ms, mfu 107.66%
iter 8780: loss 3.2809, time 156.88ms, mfu 107.62%
iter 8790: loss 3.4045, time 156.34ms, mfu 107.63%
iter 8800: loss 3.5380, time 157.11ms, mfu 107.58%
iter 8810: loss 3.3270, time 157.06ms, mfu 107.54%
iter 8820: loss 3.3388, time 155.65ms, mfu 107.60%
iter 8830: loss 3.2883, time 156.06ms, mfu 107.63%
iter 8840: loss 3.3120, time 155.67ms, mfu 107.68%
iter 8850: loss 3.3600, time 157.07ms, mfu 107.62%
iter 8860: loss 3.4473, time 156.62ms, mfu 107.61%
iter 8870: loss 3.2223, time 156.53ms, mfu 107.60%
iter 8880: loss 3.4304, time 155.62ms, mfu 107.66%
iter 8890: loss 3.3254, time 156.88ms, mfu 107.62%
iter 8900: loss 3.3330, time 156.98ms, mfu 107.58%
iter 8910: loss 3.2608, time 155.58ms, mfu 107.64%
iter 8920: loss 3.2182, time 157.08ms, mfu 107.59%
